company,id,city,dep,sec
ŞAHİNLER METAL SAN. VE TİC.A.Ş.,2006,Ankara,IE,
Şakalak Tarım Makinaları San. ve Tic. A.Ş.,6167,Konya,ME,Tarım Makinaları
Şalt Otomasyon,4196,Konya,EE,elektrik ve otomasyon
ŞDL Zincir ve Lastik Koruyucu Sistemleri San.Tic.Ltd.Şti.,4717,Kırıkkale,IE,Metal İmalat Sektörü
Şeker Bilişim,2376,Ankara,CS EE,Bilişim
ŞekerBank T.A.Ş,2377,İstanbul,IE,
Şekeroğlu plastic industry domestic and foreign trade co.,2952,Konya,IE,Plastic Industry
ŞIK ÖRME SAN.VE TİC.LTD.ŞTİ,2008,İstanbul,IE,
ŞİPAL MOBİLYA GIDA VE TARIM ÜR. SAN. VE TİC.LTD.ŞTİ.,2009,Adana,IE,
Şişecam,5291,Targovishte,IE,"Otomative Glass,Paşabahçe"
Şişecam CAM ELYAF SANAYİİ A.Ş.,3937,Kocaeli,ME,
Şişecam CAM ELYAF SANAYİİ A.Ş.,4007,Kocaeli,IE,
ŞİŞECAM CAMİŞ AMBALAJ SANAYİ A.Ş.,2010,İstanbul,IE,
ŞİŞECAM KİMYASALLAR GRUBU SODA SANAYİİ A.Ş.,2011,Mersin,IE,
ŞİŞECAM Polatlı Cam Sanayii A.Ş. Polatlı Fabrikası,4899,Ankara,IE,
Şişecam Trakya Yenişehir Cam Sanayii,5033,Bursa,IE,Üretim
Şişecam Trakya Yenişehir Cam Sanayii,5034,Bursa,,
ŞÖLEN ÇİKOLATA GIDA SAN. ve TİC. A.Ş,5006,Gaziantep,IE,"Gıda, Çikolata, Şekerleme"
T-Mobile,3276,Skopje,IE,Telecommunication
T.C Bilgi Teknolojileri ve İletişim Kurumu İzmir Bölge Müdürlüğü,3418,İzmir,CS,
T.C ENERJİ VE TABİ KAYNAKLAR BAKANLIĞI,2743,Ankara,EE IE ME,
T.C ENERJİ VE TABİ KAYNAKLAR BAKANLIĞI ATOM ENERJİSİ KURUMU,2013,Ankara,CS,KAMU
T.C İÇİŞLERİ BAKANLIĞI EMNİYET GENEL MÜDÜRLÜĞÜ BİLGİ İŞLEM DAİRESİ BAŞKANLIĞI,2014,Ankara,CS,KAMU
T.C. ADALET BAKANLIĞI,2660,Ankara,CS,
T.C. Adalet Bakanlığı Bilgi İşlem Dairesi Başkanlığı,4077,Ankara,CS,
T.C. AİLE VE SOSYAL POLİTİKALAR BAKANLIĞI,3141,Ankara,EE,"yazılım, bilgisayar"
T.C. AKDENİZ ELEKTRİK DAĞITIM A.Ş.,2015,Antalya,EE,
T.C. BAŞBAKANLIK BASIN YAYIN ENFORMASYON GENEL MÜDÜRLÜĞÜ,2017,Ankara,CS,
T.C. BAŞBAKANLIK DEVLET PLANLAMA TEŞKİLATI MÜSTEŞARLIĞI,2018,Ankara,EE IE,
T.C. BAŞBAKANLIK HAZİNE MÜSTEŞARLIĞI EKONOMİK ARAŞTIRMALAR GENEL MÜDÜRLÜĞÜ,2020,Ankara,IE,
T.C. Bilim Sanayi ve Teknoloji Bakanlığı,4986,Ankara,EE IE,
T.C. Cumhurbaşkanlığı Bilişim Bölümü,6232,Ankara,CS,
T.C. CUMHURBAŞKANLIĞI GENEL SEKRETERLİĞİ,2380,Ankara,CS,
T.C. Cumhurbaşkanlığı İnsan Kaynakları Ofisi,6213,Ankara,CS IE,
T.C. Dış İşleri Bakanlığı Avrupa Birliği Başkanlığı,6215,Ankara,IE,
T.C. Ekonomi Bakanlığı,2519,Ankara,CS,
T.C. Enerji ve Tabii Kaynaklar Bakanlığı,6133,Ankara,IE,Energy
T.C. İÇİŞLERİ BAKANLIĞI EMNİYET GENEL MÜDÜRLÜĞÜ HABERLEŞME DAİRESİ BAŞKANLIĞI,3476,Ankara,EE,HABERLEŞME
T.C. Karayolları Samsun 7. Bölge Müdürlüğü,4351,Samsun,EE,Tünel Bakım Hizmetleri
T.C. Küçük ve Orta Ölçekli İşletmeleri Geliştirme ve Destekleme İdaresi Başkanlığı (KOSGEB),5758,Ankara,CS,Government Administration
T.C. MALİYE BAKANLIĞI MİLLİ EMLAK GENEL MÜDÜRLÜĞÜ,2738,Ankara,CS,
T.C. MALİYE BAKANLIĞI STRATEJİ GELİŞTİRME BAŞKANLIĞI,2022,Ankara,CS,
T.C. Merkez Bankası,2688,Ankara,CS IE,
T.C. ORMAN VE SU İŞLERİ BAKANLIĞI,3094,Ankara,CS,
T.C. RADYO VE TELEVİZYON ÜST KURULU,2024,Ankara,EE,
T.C.BAYINDIRLIK VE İSKAN BAKANLIĞI YAPI İŞLERİ GENEL MÜDÜRLÜĞÜ,2027,Ankara,CS,
T.C.D.D. Genel Müdürlüğü Tesisler Dairesi Başkanlığı,2381,Ankara,EE,
"T.C.GIDA, TARIM VE HAYVANCILIK BAKANLIĞI ATATÜRK ORMAN ÇİFTLİĞİ MÜDÜRLÜĞÜ",2031,Ankara,IE,
"T.C.GIDA, TARIM VE HAYVANCILIK BAKANLIĞI TARIM İŞLETMELERİ GENEL MÜDÜRLÜĞÜ",2744,Ankara,ME,
T.C.MİLLİ EĞİTİM BAKANLIĞI  Yenilik ve Eğitim Teknolojileri Genel Müdürlüğü,2030,Ankara,CS,
T.C.ORMAN VE SU İŞLERİ BAKANLIĞI,2028,Ankara,EE,
T2 Yazılım Ltd. Şti.,2951,Ankara,CS,
TAB Food Investments,5770,İstanbul,CS,Quick Service Restaurant
TABİM Bilişim,4070,Ankara,CS,
TAGEM TEKNOLOJİ LTD.ŞTİ.,2032,İzmir,EE,
TAHA GİYİM SANAYİ VE TİCARET A.Ş.,4427,İstanbul,IE,Tekstil
TAHA TEKSTİL SAN.VE TİC.A.Ş.,2033,Malatya,IE,
TAI Hamburg GmbH & Co. KG,5843,HAMBURG,IE,
TAI-TUSAS TURK HAVACILIK VE UZAY SAN. A.S.,2034,Ankara,CS IE ME,
Takiron CI,4838,Tokyo,IE,
TaleWorlds,3912,Ankara,CS,
Talya Bilişim Ltd. Şti,2035,Antalya,CS,
Talya Bilişim Tic. San. Ltd. Şti.,3247,Ankara,CS,Bilişim
Tamek Gıda ve Konsantre sanayi ve Ticaret A.Ş.,2510,İstanbul,IE,Gıda
Tamer Elektrik,6100,Ankara,IE,Üretim
TAMİŞ SERPAUTO San. ve Tic. Ltd. Şti.,6145,Samsun,EE,
Tan Tekstil San. ve Tic. A.Ş.,3481,Denizli,IE,
TANAP,5468,Ankara,CS,
Tanı Pazarlama ve İletişim Hizmetleri A.Ş,6227,İstanbul,IE,"Pazarlama,Reklamcılık"
Tapal Tea,4621,Karachi,ME,
Tarentum AI,5960,İstanbul,CS,CS
TARGES,3121,Ankara,EE,EE
TARIM KREDİ KOOPERATİFLERİ MERKEZ BİRLİĞİ  - BİLGİ İŞLEM DAİRE BAŞKANLIĞI,6271,Ankara,CS,BİLİŞİM
TARNET,3734,Ankara,CS IE,Bilişim
Tat Gıda Sanayi A.Ş. SEK Süt İşletmesi,4021,Bursa,IE,Gıda
TATA Steel,2585,Sakarya,,Demir-Çelik
TATMETAL ÇELİK SANAYİ VE TİCARET A.Ş.,5294,Zonguldak,IE,Metal-Çelik
TAV Ankara Esenboğa Havalimanı Elektrik-Elektronik Sistemler Müdürlüğü Departmanı,4708,Ankara,EE,
TAV Ankara Esenboğa Havalimanı Elektronik sistemler koodinatörlüğü,4684,Ankara,EE ME,
TAV Ataturk havalimanı Elektronik sistemler koodinatörlüğü,3747,İstanbul,EE,Havacılık
TAV Bilişim Hizmetleri A.Ş.,5115,Abu Dhabi,IE,
TAV Bilişim Hizmetleri A.Ş. - Ankara,3440,Ankara,CS,"Havacılık, Bilişim"
TAV ESENBOĞA YATIRIM YAPIM VE İŞLETME A.Ş.,2036,Ankara,IE,ULAŞIM
TAV HAVALİMANLARI HOLDİNG A.Ş.,2037,İstanbul,CS IE,
TAV İstanbul Atatürk Havalimanı,3737,İstanbul,EE,
TAV İzmir Adnan Menderes Havalimanı,3688,İzmir,IE,TERMİNAL İŞLETMECİLİĞİ
TAV İZMİR TERMİNAL İŞLETMECİLİĞİ A.Ş.,3780,İzmir,IE,TERMİNAL İŞLETMECİLİĞİ
TAV İZMİR TERMİNAL İŞLETMECİLİĞİ A.Ş.,3786,İzmir,IE,Terminal isletmeciligi
TAV Tepe Akfen Yatırım İnşaat ve İşletme A.Ş.,5082,İstanbul,IE,
Tayder Mühendislik,5739,Ankara,ME,"Vinç, Asansör, Sabit Kasa, Kayar Kasa"
tazı.io,4553,İstanbul,CS,"Machine Learning, Data science"
TC Maliye Bakanlığı Muhasebat Genel Müdürlüğü,3909,Ankara,CS,
Tc. Teknoloji ve Sanayi Bakanlığı,6116,Ankara,IE,Devlet kurumu
TCDD 2. Bölge Müdürlüğü,5236,Ankara,EE,Ulaşım
TCDD 2. Bölge Müdürlüğü,5237,Ankara,EE,Ulaşım
TCDD Genel Müdürlüğü Etüt ve Proje Dairesi Başkanlığı,5186,Ankara,IE,Ulaşım sektörü
TCDD İşletmesi Genel Müdürlüğü Bilgi İşlem Dairesi Başkanlığı,3628,Ankara,CS,Computer Science
TCHealth Bilgi Teknoloji A.Ş.,3014,Ankara,CS,"Sağlık, Hastane Bilgi Enformasyonları, Yazılım."
"TCI, Turkish Cabin Interiors",4254,İstanbul,IE,Aircraft Cabin Interior Manufacturer
TE AUTOMOTİVE,5493,İstanbul,ME,Automotive
"TEC, Turkish Engine Center",4435,İstanbul,CS ME,"Aerospace, Aircraft engine, Turbine engines"
Technoil LLC,5761,Sumgayit,IE,Oil
Tecnocad Engineering & Design S.r.l.,5481,Torino,ME,
TEDAŞ-ANKARA,4163,Ankara,CS,"Bilgisayar Sistemlerinin ve ağları, Donanım ve Yazılım,Uygulama yazılımlarının geliştirilmesi veya temini"
TEDAŞ-İzmir,3078,İzmir,CS,"Bilgisayar Sistemlerinin ve ağları, Donanım ve Yazılım,Uygulama yazılımlarının geliştirilmesi veya temini"
TEGA Mühendislik san.ve Tic.A.Ş,3952,Ankara,ME,
TEI TUSAŞ MOTOR SANAYİİ A.Ş.,2038,Eskişehir,CS EE IE ME,
Teias Milli Yuk Tevzi Mudurlugu,4176,Ankara,EE,EEE
TEİAŞ 16. İletim Tesis ve İşletme Grup Müdürlüğü,2908,Batman,EE,Elektrik
TEİAŞ 9. İletim Tesis ve İşletme Grup Müdürlüğü,4093,Konya,EE,Electric
TEİAŞ TÜRKİYE ELEKTRİK İLETİM ANONİM ŞİRKETİ,2039,Ankara,EE,ELEKTRİK
TEİAŞ TÜRKİYE ELEKTRİK İLETİM ANONİM ŞİRKETİ,3068,Ankara,EE,ELEKTRONİK
TEİAŞ-Erzurum,4214,Erzurum,CS,"CS,EE"
Tejara Capital,4644,London,IE,
TEKBİM TEKNİK BİLGİ İŞLEM MERKEZİ LTD. ŞTİ.,2040,İstanbul,CS,BİLİŞİM
TEKEL,2041,İstanbul,EE,BİLGİ İŞLEM
TEKFEN HOLDİNG,2042,İstanbul,CS,"İNŞAAT, FİNANS, SİGORTA, DIŞ TİCARET, ÜRETİM"
TEKFEN İNŞAAT,4700,Ankara,ME,Construction
TEKFEN MÜHENDİSLİK A.Ş.,2043,İstanbul,EE,
Teknam Analitik ve Tıbbi Cihazlar Teknik Servis paz. ltd. şti.,4208,Ankara,EE,Sanayi ve Enerji
Teknik Alüminyum Sanayi A.Ş.,2383,İstanbul,IE,
Teknik Grup Müh. ve Org. San. ve Tic. Ltd. Şti.,3539,Ankara,EE,"Environmental monitoring, precision agriculture, sensor data acquisition, data collection and analysis."
Teknik Grup Müh. ve Org. San. ve Tic. Ltd. Şti.,5736,Ankara,CS,
Teknik Grup Müh. ve Org. San. ve Tic. Ltd. Şti. Ankara Şubesi,5791,Ankara,EE,ARGE-Sanayi
Teknik Malzeme,5458,Bursa,IE,OTOMOTİV
Tekno Endüstri,3959,Ankara,IE,
Teknodiscovery,5465,Ankara,CS,Software Development
Teknodizayn,4117,Ankara,,Technology
"Teknokom A.Ş.
ARGE",2384,İzmir,CS,
Teknoloji Çözümleri Merkezi,4933,İstanbul,CS,Information Technologies
Teknolojik İzolatör Sistemleri A.Ş.,5113,Ankara,ME,
TEKNOLTEL ENERJİ TELEKOMÜNİKASYON İNŞAAT SAN. VE T,2044,İstanbul,EE,BİLİŞİM
Teknolus® Enerji Eğitim Mühendislik  Bilişim Danışmalık San. ve Tic. Ltd Şti. - Uretim Tesisi,5735,Ankara,EE,
TEKNOMAK SERVİS MAKİNA SANAYİ ÜRETİM,2385,Ankara,IE,
TEKNOMAR MAKİNE İML. İTH. İHR. SAN. TİC. LTD. ŞTİ.,4667,Ankara,IE,tıbbi cihaz
"Teknonorm Bilisim Elektronik Tasarım Sanayi Dış Ticaret A.Ş.
Arge",2386,Ankara,EE,
TEKNOPAR,5389,Ankara,ME,
Teknopar,5895,Ankara,CS,CS
Teknopar Bilişim A.Ş.,5328,Ankara,CS,"Information Systems, M2M, IoT, Big Data"
TEKNOPAR HİDROLİK PNÖMATİK ENDÜSTRİYEL OTOMASYON,3616,Ankara,EE,Electric/Electronic and Industrial Automation
TEKNOPAR HİDROLİK PNÖMATİK ENDÜSTRİYEL OTOMASYON,5384,Ankara,ME,Electric/Electronic and Industrial Automation
TEKNOPAR HİDROLİK PNÖMATİK ENDÜSTRİYEL OTOMASYON,5388,Ankara,ME,Electric/Electronic and Industrial Automation
"Teknoray Sinyalizasyon Sistemleri Ltd. Şti
Sinyalizasyon Sistemleri ve Yazılım",2387,Ankara,EE,
TEKNOS Teknolojik Sistemler San. Tic. Ltd. Şti.,4044,Ankara,EE,Elektronik
"Teknosa ic ve dis ticaret A.S.
elektronik-beyaz esya uretim atolyesi - teknik ser",2388,İstanbul,EE,
Teknosa İç ve Dış Ticaret A.Ş.,2807,İstanbul,IE,İç ve dış ticaret
Teknoser A.S.,2933,Ankara,CS,
TEKNOSİS A.Ş.,2045,Ankara,CS,
"TEKNOSYS Yazilim & Elektronik
Donanım Geliştirme",2389,Ankara,EE,
Tekobel Teknoloji Hizmetleri İm. İth. İhr. San. Tic. Ltd. Şti.,4954,Denizli,EE,"Elektronik, Bilişim"
TEKOFAKS ELEKTRONİK SİSTEM ÜRÜNLERİ SAN. TİC. A.Ş.,2046,İstanbul,CS,BİLİŞİM
TEKPAN Teknik Elektrik Kumanda Pano Sanayi AŞ,5610,İzmir,EE,Endüstriyel kontrol panoları
Teksan Hidrolik Rakor Ltd. Şti.,3906,Ankara,ME,"Üretim,İmalat"
TEKSAN JENERATÖR,2047,Ankara,EE,
TEKSAV TEKNOLOJİ ELEKTRİK ELEKTRONİK MAKİNA SAN.TİC.A.Ş.,2048,İzmir,EE,
Tekyön Tünel Teknolojileri İnşaat Hidrolik Makina Sanayi ve Ticaret Ltd. Şti.,3621,Ankara,ME,
Telco Blue Pty Ltd,3124,Brisbane,EE,telecommmunication
Télécom ParisTech,3113,Paris,EE,Telecommunication
Telekom Albania sh.a,5435,Tirane,CS,Telecommunication
TELEKOMÜNİKASYON KURUMUTelekomünikasyon İletişim Başkanlığı,2390,Ankara,CS EE,
TELEMETRİK,2579,Ankara,CS,YAZILIM
Telenor Pakistan (Pvt.) Limited,5394,Islamabad,EE,Private
TELERKO KABLO VE PLASTİK SANAYİ A.Ş.,2050,Kocaeli,EE,FİBER OPTİK KABLO ÜRETİMİ
Teleset Elektromekanik San. Tic. A.Ş.,2391,Manisa,EE,
Teleset Elektromekanik San. Tic. A.Ş.,3855,Manisa,IE,
TELESİS TELEKOMÜNİKASYON SİSTEMLERİ SANAYİ VE TİC.,2052,Ankara,CS EE IE,TELEKOMÜNİKASYON
Televic Healthcare,3972,Roeselare,IE,healthcare
TELLCOM İLETİŞİM HİZMETLERİ A.Ş.,2053,İstanbul,CS,
TELMEK TELEKOMÜNİKASYON MEKANİK SAN.VE TİC.A.Ş.,2054,Ankara,IE ME,
Telpa,3808,İstanbul,EE,Telekominikasyon
TEMA Mağazacılık,2570,İstanbul,IE,PLANLAMA
Tema mühendislik,4129,İstanbul,ME,Hvac
TEMPA PANO SANAYİ VE TİC.LTD.ŞTİ,2055,Kocaeli,EE,ELEKTRONİK ÜRETİM
TEMSA GLOBAL SAN. VE TİC. A.Ş.,2056,Adana,CS EE IE,
TEMSA GLOBAL SAN. VE TİC. A.Ş.,4287,Adana,CS,
TEMSA İŞ MAKİNALARI İMALAT PAZARLAMA ve SATIŞ A.Ş.,4862,Adana,IE,
TEMSA ULAŞIM ARAÇLARI SANAYİ VE TİCARET A.Ş.,4855,Adana,ME,
TEMSAN Machinery and Construction Kuwait Site,6099,Kuwait,ME,Machinery and Construction
TEMSAN Türkiye Elektromekanik Sanayi Genel Müdürlüğü,3795,Ankara,ME,
TEMSAN YAPI VE MAK.END.A.Ş.,2057,Ankara,IE ME,
Tenay Medikal ve Yazılım Donanım San.ve Tic.Ltd.Şti.,5040,Ankara,CS,CS EE
Tengen Bilişim,2503,Ankara,CS EE,BİLİŞİM
TEPA A.Ş.,2058,Ankara,EE,
TEPE BETOPAN,2059,Ankara,IE,ÜRETİM
TEPE BETOPAN,5064,Ankara,ME,"Betopan, Construction"
TEPE EMLAK,2694,Ankara,CS IE,
TEPE İNŞAAT A.Ş.,2393,Ankara,EE,
TEPE MOBİLYA A.Ş.,2060,Ankara,IE,
TEPE PREFABRİK A.Ş.,2061,Ankara,CS IE,
TEPE SAVUNMA VE GÜVENLİK SAN. A.Ş.,2062,Ankara,CS,SAVUNMA VE GÜVENLİK
TEPE SERVİS VE YÖNETİM,2690,Ankara,CS EE IE,
TEPE TEKNOLOJİK SERVİSLER AŞ.,2063,Ankara,CS EE,BİLİŞİM
Tera Microelectronics,4872,Ankara,EE,EE
TERADATA,4133,Ankara,CS,
TERMAL ELEKTRONİK VE DEVRE ELEMANLARI SANAYİ TİCARET AŞ.,4329,İstanbul,IE,"TRANSFORMATÖR(1 VA-120 VA),MİKRO DALGA FIRIN TRANSFORMATÖRÜ,SMPS TRANSFORMATÖRÜ,SÜRÜCÜ TRANSFORMATÖRÜ,CC TRANSFORMATÖR"
TERMİKEL  A.Ş.,2064,Ankara,IE ME,
Termikel a.ş.,4842,Ankara,EE,Beyaz Eşyalar (üretim dahil)
Termodinamik Makina Sanayi ve Ticaret A.Ş.,2895,İzmir,IE,
TERMOPAN Üstün Isıtma Ltd. Sti.,3922,İzmir,IE,Radyatör imalatı
TERTEKS TEKSTİL  İTHALAT İHRACAT VE PAZARLAMA A.Ş.,4226,İstanbul,IE,
TESAN TELEKOMÜNİKASYON,2065,İstanbul,EE,HABERLEŞME
TESCO KİPA KİTLE PAZARLAMA TİC. VE GIDA SAN. A.Ş.,2066,İzmir,IE,
Tesla Ölçü Kontrol Sistemleri ve Çevre Teknolojileri Ltd. Şti.,4729,İstanbul,CS,Ölçü ve kontrol sistemleri yazılımı ve satışı
Teta Elektronik A.Ş.,4035,Ankara,CS EE,Electronics
TETRA MÜHENDİSLİK,2067,Ankara,EE,EE
Tetra Pak Paketleme San. ve Tic. Ltd. Şti.,2483,İzmir,IE,
Tetra Solutions,5024,Tirana,CS,"Software Programming, Security Networking, Intelligent transport system"
Texas A&M University,2695,College Station,,University
TFHLABS ARGE YAZILIM MÜHENDİSLİK DANIŞMANLIK VE TİCARET LTD. ŞTİ.,4271,Ankara,CS,
TFI-Institut für Bodensysteme an der RWTH Aachen e.V,5309,Aachen,ME,Textile and Flooring Technologies
TGS YER HİZMETLERİ A.Ş.,2647,İstanbul,CS,
The 3Dee Company,5778,Karachi,ME,
THE CHAMBER,2068,Coventry,CS,
The Coca Cola Company,4900,Lahore,ME,FMCG
The George Washington University,2806,Washington,CS,
The Hub Food,6041,İstanbul,IE,
The Music Marketeers,4001,Amsterdam,CS,CS
The University of Alabama,4788,Alabama,CS,
The Von Karman Institute for Fluid Dynamics,3526,Brussels,ME,
Thermofoam EPS solutions,5546,Islamabad,ME,Private
THK Gökçen Havacılık,4399,Ankara,ME,Airplanes
Thomas Regout International B.V.,5964,Maastricht,ME,
Thraki Yacht Painting GmbH,6297,KIEL,IE,
Thunderbolt Studios Inc.,4357,Beverly Hills,CS,"Computer Science, Mobile Application Development"
THY A.O,4643,İstanbul,IE,Havacılık
THY Teknik A.Ş,4830,İstanbul,CS,Havacılık
THY Teknik A.Ş.,5048,İstanbul,IE,Havacılık
TI Otomotiv San. ve Tic. Ltd. Şti.,4574,Bursa,ME,
"TIPSAN Tıbbi Aletler Sanayi ve Ticaret A.Ş.
Üretim",2394,İzmir,IE ME,
TIRSAN,2745,Sakarya,IE ME,Automotive
TİGA BİLİŞİM HİZ.LTD.ŞTİ.,2069,Ankara,CS,
TİLDA LTD.ŞTİ.,2070,Ankara,CS,BİLİŞİM
"Tilda Telekom Pazarlama Danışmanlık Bilgisayar San
Pazarlama",2395,Ankara,IE,
Tirsan Kardan A.Ş,4990,Manisa,CS IE,Otomativ
TİSAŞ,2652,Trabzon,IE ME,ÜRETİM
TİTAN BİNA ELEKTRONİK SİS.TEK.SAN.VE TİC.LTD.ŞTİ.,2071,Ankara,CS,
Titan Makine,3796,Ankara,IE ME,"Machinery, Mining, Drilling"
TMS Mühendislik Ltd. Şti. TREND Control Türkiye Temsilcisi,2397,İstanbul,EE,
TMT Tıbbi Medikal Malz. San. Tic. Ltd. Şti.,3146,Ankara,IE,
TNA Enerji,3870,Ankara,EE,Yenilenebilir Enerji
TNT Express,3346,İstanbul,IE,"Taşımacılık, express teslim"
TOFAŞ TÜRK OTOMOBİL FABRİKASI  A.Ş.,2072,İstanbul,CS EE IE ME,OTOMOTİV
TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.,2073,Bursa,CS IE ME,
"Togo Tekstil Gıda Oto. Yedek Parça, İth. İhr. İml. Paz. San ve Tic. Ltd. Şti.",2632,Adana,IE,
Token Financial Technologies,6278,İstanbul,CS,
Tokmak Teknoloji San. ve Tic. Ltd. Şti.,4009,Mersin,CS,CS
TOKSAN OTOMOTIV,4967,Bursa,ME,
"Tokyo Gas Co., Ltd.",4871,Tokyo,ME,Energy Sector
ToLlink pakistan (pvt) limited,4730,Islamabad,EE,EE
ToLlink pakistan (pvt) limited,4731,Ankara,EE,EE
Tomris Makine San. Tic. LTD. ŞTİ,4275,Eskişehir,ME,
Toplu Konut İdaresi Başkanlığı,2598,Ankara,CS IE,
TOPRAK HOLDİNG,2074,İstanbul,CS IE,HOLDİNG
Toprak-Su Mühendislik Müşavirlik Limited Şirketi,2809,Ankara,ME,
Toronto Transit Commission,2998,Toronto,EE,
Toshiba International,6070,London,EE,
Toshiba Turkey Tıbbi Sistemler A.Ş.,3694,İzmir,EE,
TOSKAR,4573,Bursa,ME,
TOSUNOĞULLARI MOBİLYA SAN.VE TİC.A.Ş.,2075,Konya,IE,
Total Oil Türkiye A.Ş.,4606,İstanbul,IE,Energy
Total Oil Türkiye A.Ş.,5726,İzmir,IE,Energy
Total S.A,4890,Paris,CS,Information Systems
Totomak Makine ve Yedek Parça San. ve Tic. A.Ş.,3939,İzmir,ME,
Toyo Ink,5969,Manisa,IE,üretim
Toyota Boshoku Türkiye,3777,Sakarya,IE ME,Otomotiv
Toyota Hyderabad Motors,4840,Hyderabad,ME,Mechanical Engineering
TOYOTA OTOMOTİV SAN. TÜRKİYE A.Ş.,2076,İstanbul,EE IE ME,OTOMOTİV
TOYOTA OTOMOTİV SAN. TÜRKİYE A.Ş.,4012,Sakarya,IE,OTOMOTİV
Toyota Tsusho Corporation,4698,Sakarya,ME,Automotive Industry
TOYOTETSU,4586,Kocaeli,CS,automotive
TP Endüstriyel ve Ticari Lastikler A.Ş.,4649,Kocaeli,IE,Lastik Sektörü
TPAO,2077,Ankara,CS,PETROL
TPAO,5966,Ankara,ME,PETROL
TPI Kompozit Kanat Sanayi ve Ticaret A.Ş.,3527,İzmir,IE,"wind energy, military, and transportation"
tPot Labs,5168,"Boston, MA",ME,
TPS,5771,Karachi,CS,e-Banking
TR TEKNOLOJİ ÜRETİM YAZILIM İNŞAAT SANAYİ VE TİCARET LTD. ŞTİ.,4770,Ankara,CS,Elektronik ve Savunma Sanayi
TRADESOFT BUSINESS SERVICES,2079,İstanbul,CS EE,BİLİŞİM
Trakya Cam Sanayii A.Ş.,5392,İstanbul,IE,Üretim
TRAKYA CAM SANAYİİ A.Ş. - OTOCAM FABRİKASI,2080,Kırklareli,EE,CAM
Trakya Cam Sanayii A.Ş. Mersin-Tarsus Fabrikası,2840,Mersin,IE,Üretim
TRAKYA DÖKÜM,2081,İstanbul,EE,DEMIRÇELIK
Trakya Döküm,5489,Kırklareli,ME,Demir Çelik
Trakya Glass Bulgaria,4008,Turgovishte,IE,Car Glass Production
Trakya Oto Cam Sanayi A.Ş.,3618,Kırklareli,IE,
Trakya Polatlı Cam Sanayii A.Ş.,3585,Ankara,IE,"Construction, automotive, energy, home appliances, furniture and agriculture."
TRANS Medikal Aletler A.Ş.,3237,Ankara,IE,Medical
TransAtlantic Petroleum,6052,Ankara,IE,
TRENDYOL,2607,İstanbul,IE,GELİŞTİRME
TRENDYOL,5817,İstanbul,CS,E-commerce
Treysan A.Ş,3129,Ankara,IE,ÜRETİM
Trimo,3990,Trebnje,IE,Manufacturing Sector
Tring Digital Europe || Albanian Television Platform || VisionPlus TV,5003,Tirana,EE,Telecommunication
TROYKA MED TIBBİ SİSTEMLER A.Ş.,2520,Ankara,EE,Tıbbi Cihaz
"TRT
ARAŞTIRMA VE İMALAT DAİ.ŞK.",2402,Ankara,EE,
TRT Ankara Televizyon Müdürlüğü,2401,Ankara,CS EE,
TRT BİLGİ TEKNOLOJİLERİ DAİRESİ BAŞKANLIĞI,2403,Ankara,CS,İLETİŞİM
"TRT ÇUKUROVA BÖLGE MÜDÜRLÜĞÜ
VERİCİLER MÜDÜRLÜĞÜ",2399,Mersin,EE,
TRT GENEL MUDURLUGU İzmir Mudurlugu,2400,İzmir,CS EE,
TRT GENEL MÜDÜRLÜĞÜ,2082,Ankara,CS EE,YAYINCILIK
TRT GENEL MÜDÜRLÜĞÜ                       TRABZON MÜDÜRLÜĞÜ,2083,Trabzon,EE,
TRT GENEL MÜDÜRLÜĞÜ - TRT1 Kanal Koordinatörlüğü,5274,Ankara,IE,MEDIA
TRT GENEL MÜDÜRLÜĞÜ PRODÜKSİYON KAYNAKLARI KOORDİNATÖRLÜĞÜ,3460,İstanbul,IE,Medya
TRT Genel Müdürlüğü Prodüksiyon Kaynakları Müdürlüğü - Ankara,3701,Ankara,EE,
TRT Genel Müdürlüğü- Muhasebe ve Finansman Dairesi Başkanlığı,4941,Ankara,IE,Finance Sector
TRT Genel Müdürlüğü- TRT 1 Kanal Koordinatörlüğü,5275,Ankara,IE,MEDIA
TRT Reklam Dairesi Başkanlığı,5475,İstanbul,IE,
TRT Stüdyolar ve Program İletim Sistemleri Dairesi,4303,Ankara,EE,
TRT Trasporti e Territorio,5369,milano,IE,Consultancy
TRT VERİCİ İŞLETMELERİ DAİRESİ BŞK.,2405,Ankara,EE,
Truva Yerel,2500,İstanbul,CS,YAZILIM
Udemy,4547,Ankara,CS,Yazılım
Udo Oyun Bilişim Bilgisayar İletişim ve Elektronik Eğitim Teknolojileri Ticaret Ltd. Şti.,4403,Ankara,CS,Games
Ufone,5268,Islamabad,EE,
Ufone Mobile operator company,5059,Islamabad,CS,Private
UFUK BORU,2612,Şanlıurfa,IE,ÜRETİM
Ufuk Yazılım,3868,Ankara,CS,Software - CS
Uğur Soğutma,3231,Aydın,IE,Üretim
"Uğurlu Oto Cam
Üretim",2419,Denizli,IE,
ULAKFIN,6190,İstanbul,CS,
"Ulaştırma, Denizcilik ve Haberleşme Bakanlığı Altyapı Yatırımları Genel Müdürlüğü",3180,Ankara,ME,
