company,id,city,dep,sec
Delta Control Inc.,6286,Karachi,EE,
Demir Araştırma Grubu Aygıtlar ve Sensörler Araştırma Laboratuvarı,2717,Ankara,,Research
Demir Export A.S.,3508,Ankara,IE,
Demirdöküm,3962,Bilecik,CS ME,Isıtma - soğutma sistemleri
Demirdöküm - Kalite,6188,Bilecik,ME,Isıtma - soğutma sistemleri
DEMİRER KABLO TESİSLERİ SAN. VE TİC. A.Ş.,1471,İstanbul,EE,KABLO ÜRETİMİ
Demirören Ağır Metal Sanayi A.Ş.,5675,İzmir,IE,Üretim
DEMİRÖREN ŞİRKETLER GRUBU,1472,İstanbul,CS,"PETROL, ENERJİ, EĞİTİM"
Demotek Plastik San. ve Tic. A.Ş.,3287,Manisa,IE,Plastik enjeksiyon
"Demrad Döküm Ürünleri Sınai ve Tic. A.Ş
Üretim",2232,Bursa,IE,
DENBA TELEKOMÜNİKASYON LTD.ŞTİ.,1473,Antalya,EE,
Deneme,4022,Ankara,,
DENIZBANK,5004,Ankara,IE,Banking and Finance
DENİZ KRİSTAL CAM SAN.VE TİC.LTD.ŞTİ.,1474,Ankara,IE,
DENİZBANK,1475,İstanbul,CS IE,BANKACILIK
DenizBank,3393,İzmir,IE,Banking and Finance
Denizbank,5107,Ankara,IE,Bankacılık
"Denizli Cam San. ve Tic. A.Ş.
Üretim Planlama",2233,Denizli,IE,
DENİZLİ ÇİMENTO SANAYİ TAŞ.,1476,Denizli,EE IE,ÇİMENTO
DENKER ELEKTRONİK VE BİLGİSAYAR SAN VE TİC. LTD. Ş,1478,İstanbul,EE,BİLİŞİM
Deplike,4570,Ankara,EE,
Derin Makina,4812,Eskişehir,ME,Havacılık ve Savunma Sanayi.
DERVİŞOĞLU MERMER SAN.TİC.LTD.ŞTİ.,1479,Afyonkarahisar,IE,
Derya Bilisim,4786,Mersin,CS,
Crs Soft Yazılım Hizmetleri A.Ş.,6071,İstanbul,CS,"Yazılım Geliştirme, Planlama ve Analiz, Tasarım, Test ve Bakım"
Crytek,3575,Frankfurt,CS,Computer Games
Crytek,4227,İstanbul,CS,Video Game Design and Software Engineering
CSS YAZILIM ÇÖZÜMLERİ LTD.ŞTİ.,2225,Ankara,CS,
CSY Ar-Ge ve Mühendislik ve Mimarlık Danışmanlık,4173,Ankara,EE,
CVS,3329,Kocaeli,EE,Demir-Çelik
CW Enerji,5314,Antalya,ME,Photovoltaic panel production
Cyangate,5478,Ankara,CS,CS
CYBERPARK - ANKARA TEKNOLOJİ GELİŞTİRME BÖLGESİ,1446,Ankara,CS EE IE ME,AR-GE
Cybersoft,5182,Ankara,CS,
Cybersoft Enformasyon Teknolojileri Ltd. Şti.,2226,Ankara,CS,Enformatik
CYMSOFT Bilişim Teknolojileri San. ve Tic. Ltd. Şti.,2594,Ankara,CS,YAZILIM
Cypress Semiconductor,4063,Colorado Springs,EE,Semiconductor design and manufacturing.
"Czech Technical University in Prague, Fac of EE, Department of Cybernetics Prof. Daniel Novak",5944,Prague,EE,
"Czech Technical University in Prague, Faculty of Electrical Engineering, Department of Cybernetics",5943,Prague,CS,
Çağdan Mühendislik Müteahhitlik Sanayi veTicaret A.Ş.,5338,Ankara,EE,İnşaat-Arıtma ve Elektronik Altyapı İşleri
Çağıl Makina A.Ş.,3876,Çorum,ME,Manufacturing
Çalık Enerji,4076,Ankara,EE IE,
ÇALIK YEDAŞ,2692,Ordu,EE,
Çalık YEDAŞ Yeşilırmak Elektrik Dağıtım A.Ş.,2526,Samsun,EE,ELEKTRONİK
Çalıklar holding,4612,İstanbul,IE,"textile,energy,construction,finance,telecom,mining"
Çankaya Belediyesi,5919,Ankara,EE,
Çankaya Belediyesi,5947,Ankara,CS EE,
Çarkıt Kablo San. ve Tic. A.Ş.,5319,Denizli,IE,Kablo Üretimi
Çaykur Çayeli Çay Fabrikası,4669,Rize,IE,Gıda
Çelikord A.Ş.,3152,Kocaeli,ME,"Metal, Otomotiv"
Çelmaksan,4936,Ankara,ME,Steel construction manufacturing.
Çemtaş Çelik Makine Sanayi ve Ticaret A.Ş.,4104,Bursa,ME,"Steel recycling
Different kind of steel manufacturing"
ÇEPAŞ GonvarriGroup,6165,Ankara,ME,Galvanize Iron Steel
Çerkezköy Belediyesi,5194,Tekirdağ,CS,KAMU
ÇESAN Çevre Sağlığı San. A.Ş.,4605,Ankara,IE,ÜRETİM
ÇETİNKAYA MENSUCAT,1447,Kayseri,EE,TEKSTİL
ÇEV-KA DANIŞMANLIK,2666,Ankara,IE,DANIŞMANLIK
ÇEVKO,1448,Eskişehir,IE,
Çırağan A.Ş.,6043,Ankara,EE,Solar Energy
Çiftay İnşaat Taahhüt ve Ticaret A.Ş,6035,Ankara,EE,Construction and Power
ÇİFTEKÖPRÜ ELEKTRİK ÜRETİM A.Ş.,3843,Ankara,EE,Elektrik
Çilek Mobilya A.Ş,5716,Bursa,IE,
ÇİMENTAŞ İZMİR ÇİMENTO FAB. T.A.Ş.,1449,İzmir,EE IE,ÇİMENTO
Çimpor Yibitaş Çimento,2521,Ankara,EE ME,ÜRETİM
ÇİMSA,4854,Kayseri,IE,construction
ÇİMSA ÇİMENTO SAN.VE TİC.A.Ş.,1450,Mersin,EE IE ME,
"ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.
STRATEJİ VE BİLGİ SİSTEMLERİ DEPARTMANI",2227,Mersin,IE,
Çimsa Çimento Sanayi ve Ticaret A.Ş.,5018,Eskişehir,IE,Construction
Çimtaş,4274,Bursa,IE,
"Çimtaş Çelik İmalat, Montaj ve Tesisat AŞ",5574,Bursa,EE,"steel wind towers
power plants"
Çimtaş Gemi İnşa Sanayi ve Ticaret A. Ş.,4630,Kocaeli,ME,"Sanayi, Ship Building"
Çimtaş Gemi İnşa Sanayi ve Ticaret A. Ş.,4635,Kocaeli,ME,"Ship building, Manufacturing"
Ekol Lojistik,3615,İstanbul,IE,Logistics
Ekol Lojistik-Lavanta Ofisi,4976,Ankara,IE,Lojistik
EKORE RÜZGAR ENERJİSİ A.Ş.,5046,Ankara,ME,Energy
EKOSİM,2735,Manisa,EE,
EKOSOFT,2553,Manisa,EE,YAZILIM
Eksedra Bilişim Çözümleri San. Ve Tic. Ltd. Şti.,3396,İstanbul,CS,Bilişim
EKSİ BİR ARTI BİR,2580,İstanbul,CS,
EKU Fren Kampana,2534,Kocaeli,IE ME,DÖKÜM
ELBA BASINÇLI DÖKÜM SANAYİİ A.Ş.,5833,Manisa,IE,Basınçlı Döküm Sanayi
ELBİR oto Yedek,2491,İstanbul,IE,İMALAT
Eldaş Deney ve Kalibrasyon Merkezi,6181,Ankara,EE,"Test, calibration"
ELDOR ELEKTRONİK LTD.ŞTİ.,1528,İzmir,EE,
ELDOR ELEKTRONİK VE PLASTİK MALZEMELERİ ÜRETİM VE TİCARET LİMİTED ŞİRKETİ,4186,İzmir,IE,
ELECTRA IC,5590,İstanbul,EE,ASIC/FPGA/PCB design and verification
Electra IC,5883,Ankara,EE,ASIC/FPGA/PCB Design & Verification
ElekEn Associates,5680,Karachi,EE,Electrical Engineering
Elekon Enerji Sistemleri,4148,Ankara,EE,"zayıf akım sistemleri, bina otomasyonu"
Elektra Soft,2640,Antalya,CS,Yazılım
ELEKTRAL ELEKTROMEKANİK SAN.VE TİC.A.Ş.,1529,İzmir,EE,
Elektrik Üretim,2478,Adana,EE ME,Elektrik
Elektrik Üretim,2574,İstanbul,EE,ELETRİK
ELEKTRİK ÜRETİM,2668,İstanbul,ME,ÜRETİM
Elektrik Üretim A.Ş (EÜAŞ),5953,Ankara,EE,EE
ELEKTRİK ÜRETİM A.Ş.,4286,İstanbul,EE,ENERJİ
ELEKTRİK ÜRETİM A.Ş. GENEL MÜDÜRLÜĞÜ  KEBAN HES İŞLETME MÜDÜRLÜĞÜ,1530,Elazığ,EE,
ELEKTRİK ÜRETİM BURSA DOĞAL GAZ KÖMBİNE,2669,Bursa,EE IE ME,ÜRETİM
Elektroland Savunma Teknolojileri A.Ş.,4571,Ankara,ME,Defence Industry
Elektromed,2950,Ankara,CS EE IE ME,
"ELEKTROMEKANIK SAN. TIC. PAZARLAMA LTD. STI.
Üretim",2257,Ankara,IE,
Elektromekanik Aygıtlar Fabrikası,2258,Ankara,CS,
Elele Döşeme Ticaret ve Sanayi A.Ş,4006,Bursa,IE,
ELENMAK Elektromekanik A.Ş.,5012,Ankara,EE,Electric-Electronics Engineering and Automation
ELGİNAY OTOMOTİV,3125,Adana,IE,AUTOMOTİVE SECTOR
ELİKASU BİLİŞİM ÇÖZÜMLERİ PAZARLAMA TİC. A.Ş.,1531,Ankara,CS,BİLİŞİM
ELİMKO ELEKTRONİK İMALAT VE KONTROL TİC.LTD.ŞTİ.,1532,Ankara,EE ME,
ELİN Elektrik İnşaat Müşavirlik Proje Taahhüt Ticaret ve Sanayi A.Ş.,3381,Ankara,EE,Elektrik-Elektronik ve İnşaat
ELİN Elektrik İnşaat Müşavirlik Proje Taahhüt Ticaret ve Sanayi A.Ş./Konya,5455,Konya,EE,Energy
Elit Çikolata ve Şekerleme Sanayi A.Ş.,3784,İstanbul,IE,Gıda/Çikolata
ELİTA GIDA SAN. VE TİC. A.Ş.,3155,Adana,ME,
Elkem Silicones Germany GmbH,5381,Lübeck,IE,Silicone manufacturing
ELKO Elektrik Tic. ve San. A.Ş.,3097,Ankara,EE,Elektrik-Elektronik
ELKOTEK ŞİRKETLER GRUBU,1533,İstanbul,CS,BİLİŞİM
Elliot Technologies Inc.,5362,San Francisco,CS,
Elmaksan Makina Sanayi ve Tic. Ltd. Sti.,2772,İstanbul,ME,
ELMASLAR İMALAT TIBBİ CİHAZ A.Ş.,5176,Ankara,EE,Medikal
ELMED ELEKTRONİK VE MEDİKAL  SAN.TİC.A.Ş.,1534,Ankara,EE,
Elmetec Group,4748,Lahore,EE,Electrical Engineering
Elmin Elektromekanik Enerji Makina İNŞ.TAAH.İMALAT SAN. VE TİC A.Ş,3861,Ankara,EE,
DESARD,5888,Ankara,EE,Elektrik/Elektronik Üretimi
Desat Marmara Trakya ELK.Mek.İnş.Taah.San. ve Tic. Ltd. Şti.,2586,İstanbul,EE,İnşaat
Descon,5776,Lahore,ME,"Construction, Power, Chemicals"
Desen Triko,4718,Ankara,IE,
DESIRD Tasarim ArGe,3969,Antalya,EE,"Gömülü sistem yazılım geliştirme
Donanım ve pcb tasarımı
Seri üretimler için Test ve Arıza Tespit Cihazları
BLDC – Fırçasız DC Motor Sürücü
PMSM –"
Designmen Consulting Engineers (pvt) Ltd,5769,Islamabad,EE,
Designnobis,2752,Ankara,ME,Industrial Design
Desird Tasarım Ar-Ge,4111,Antalya,EE,
Desistek,3170,Ankara,EE,"Robotik, Elektronik"
Desistek Ar-Ge Üretim Dan. İth. İhr. Tic. Ltd. Şti,4714,Ankara,ME,"Robotik, Mekanik Tasarım ve Üretim, Elektronik ve Yazılım"
Destec Group LLC,6275,Baku,CS,Computer engineering
DETRACOM,2763,TOULOUSE,EE,radiocommunication
DETROIT DIESEL COMPANYSupply Management,2234,Detroit,IE,
Deutsche Bank,3319,İstanbul,CS,Bankacılık
DEUTSCHES ELEKTRONEN- SYNCHROTRON DESY,1480,Hamburg,EE,
Devlet Hava Meydanları İşletmesi Genel Müdürlüğü,3614,Ankara,IE,
Devlet Hava Meydanları İşletmesi Genel Müdürlüğü,4419,Ankara,EE,KAMU
Devlet Hava Meydanlari işletmesi Genel Müdürlüğü,2235,Ankara,CS EE,
Devlet Hava Meydanlari İşletmesi Genel Müdürlüğü,3564,Ankara,CS,
DEVLET MALZEME OFİSİ,1481,Ankara,CS IE,KAMU
DEVLET PLANLAMA TEŞKİLATI MÜSTEŞARLIĞI,1482,Ankara,CS IE,KAMU
Dewan Motors,5229,Sajawal,ME,Automobile
DEXAR MULTİMEDYA VE TELEKOMÜNİKASYON A.Ş.,1483,İstanbul,CS,"BİLİŞİM, UYDU İLETİŞİM HİZMETLERİ OPERATÖRÜ"
Dhiraagu,5755,Male',EE,Telecommunications
DHL Supply Chain,3612,İstanbul,IE,Logistic
DHL WORLD WIDE EXPRESS TAŞIMACILIK,1484,İstanbul,CS IE,HAVA TAŞIMACILIĞI
DIGCOM,3513,Ghent,EE,Communications
DIGITAL PLATFORM İLETİŞİM HİZMETLERİ A.Ş.,2236,İstanbul,CS,
DIGITECH DİJİTAL TEK.SAN. VETİC.LTD.ŞTİ.,1485,Ankara,EE,
DIGITURK - DIGITAL PLATFORM İLETİŞİM,1486,İstanbul,EE,BİLİŞİM
DISC TR Bilişim Ltd. Şti.,3419,Ankara,IE,
Dış Ticaret Müsteşarlığı,2237,Ankara,IE,
Dİ-SA Grup Enerji İnşaat Elektrik Elektronik Sanayi Ve Ticaret Limited Şirketi,5219,Ankara,EE,
Dia Yazılım,5134,Ankara,CS,
DiaGen Biyoteknolojik Sistemler Sağlık Hizmetleri ve Otomasyonu San. Tic. A.Ş.,5695,Ankara,CS,Bionformatic Health Technology
DİEN Enerji A.Ş.,4211,Ankara,EE,Enerji
Digit Bilişim,5337,Ankara,EE,Electrical/Electronic Manufacturing
Digitech,3368,Ankara,CS,Yazılım - Elektronik
"DİGİTEST LTD. ŞTİ.
AR-GE",2238,Ankara,EE,
Digitoy İnteraktif Teknolojileri Bilişim Yazılım LTD,5869,İzmir,CS,Computer Science
DİJİTEK BİLGİSAYAR VE TEK. TİC.SAN.LTD.ŞTİ.,1487,Ankara,CS,
DİKER ELEKTRONİK LABORATUVARI,1488,Afyonkarahisar,EE,
Diktaş,5830,Ankara,IE,Üretim
Diler Holding,4360,İstanbul,CS,"enerji,derir-celik,turizm,banka"
Dimak Makina Sanayi İnşaat ve Ticaret Ltd. Şti.,5197,Ankara,IE,Üretim
DİMES GIDA SAN. VE TİCARET A.Ş.,3139,İzmir,IE,
"Dimes Gıda Sanayi ve Tic.A.Ş
Üretim",2239,Tokat,IE,
Dinamik Röntgen San. ve Ltd. Şti.,3793,Ankara,EE,
ElringKlinger AG,5882,Dettingen an der Erms,IE,Automotive
ElringKlinger TR Otomotiv Sanayi ve Ticaret AŞ.,4952,Bursa,IE,otomotiv
Elsan,3689,Denizli,ME,Elektromanyetil kablo üretimi
ELSAN ELEKTRİK SAN. VE TİC. A.Ş.,6198,Ankara,EE,Elektrik Motor Üretimi
ELSE PLASTİK,6075,Kocaeli,IE,Plastic Manufacturing
ELSİM ELEKTROTEKNİK SİSTEMLER SAN.VE TİC.A.Ş.,1535,İstanbul,EE,
ELSİN Mühendislik,4905,Ankara,IE,
"Elsis Elektronik Sistemler A.Ş.
AR-GE",2259,Ankara,EE,
ELSYS CONSULTING SERVICES,1536,İstanbul,CS,BİLİŞİM
Eltem-Tek,3172,Ankara,IE ME,Enerji
Eltes Electric,3228,Ankara,EE,
Eltresis Technology & Consulting,4759,İstanbul,EE,"•Technology and Consulting 
•Network
•Communication Solutions,
• Energy automation and SCADA systems
• Protection & control systems for power plan"
ELYAF TEKSTİL SANAYİ VE TİCARET A.Ş.,1537,Bursa,IE,
EMAS MAKİNA SANAYİ A.Ş.,5449,Manisa,ME,cooling and heating systems
Emce Danışmanlık Bilişim Elektronik Medikal Enerji İç ve Dış Tic. LTD. ŞTİ,5170,Ankara,EE ME,
Emcekare mühendislik otomasyon sistemleri,3024,Ankara,EE,"makine mühendisliği,elektrik elektronik mühendisliği,bilgisayar mühendisliği"
Emek Boru Makina Sanayi ve Ticaret A. Ş.,3301,Ankara,IE ME,
EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.,1538,Ankara,IE,
EMEKS Ltd. Şti.,4309,Ankara,EE,company info da daha detaylı yazıyor
EMG İPLİK,6224,Şanlıurfa,IE,Textile
EMGE KOLLEKTİF ŞİRKETİ ELEKTROMEKANİK GEREÇLER ENDÜSTRİSİ,1539,Ankara,EE,
Emikon,2260,İstanbul,EE,
EMNİYET GENEL MÜDÜRLÜĞÜ BİLİŞİM TEKNOLOJİLERİ ŞUBESİ,1540,Ankara,CS,
EMO-SCHAKO Klima Havalandırma Tic. ve San. Ltd. Şti.,3846,Ankara,ME,MANUFACTURING
Emse Elektromekanik Sistemler Endüstrisi Mühendislik ve Tic. Anonim Şirketi,3740,Ankara,EE,"Q-matic systems, Customer Satisfaction Survey Systems, Nurse Calling Systems, Electronic Message Panels, Kiosk, Thermal Ticket Printers"
EMTA İNŞAAT,5601,Ankara,EE,construction- maintanence- telecommunication - energy
EMTİS Endüstri Makina Tesisi Tasarım İmalat ve İnşaat Sanaayi ve Tic. Ltd. Şti.,6175,Ankara,ME,Savunma Sanayii
Endel A.Ş. Endüstri Elektrik Sanayi ve Ticaret A.Ş.,2635,Eskişehir,IE,Elektronik
Endoks Enerji Dağıtım Sistemleri Sanayi İthalat ve İhracat Ltd. Şti,4558,Ankara,EE,Elektrik
Endüstriyel Elektrik,3923,Konya,EE,EE
Endüstriyel elektrik a.ş,4927,Konya,EE,
ENEL ENERJİ ELEKTRONİK SAN. VE TİC. A.Ş.,1541,İstanbul,CS EE,BİLİŞİM
Enemob limited,3215,Shenzhen,EE,Military battery technology
ENERDEN ENERJİ TESİSLERİMÜH.SAN.TİC.LTD.ŞTİ.,1542,Ankara,EE,
ENERJİ PİYASASI DÜZENLEME KURUMU,2656,Ankara,IE,
ENERJİ PİYASASI DÜZENLEME KURUMU,2990,Ankara,EE,
ENERJİ PİYASASI DÜZENLEME KURUMU,3007,Ankara,CS,
Enerji ve Tabii Kaynaklar Bakanlığı,4793,Ankara,EE IE,
ENERJİSA,1543,Kocaeli,EE,ENERJİ
Enerjisa Başkent Elektrik Dağıtım A.Ş.,4846,Ankara,CS,
ENERJİSA ENERJİ A.Ş,4431,Ankara,EE,Elektrik
ENERJİSA ENERJİ A.Ş.,4937,Ankara,CS,
ENERJİSA ENERJİ AŞ,4145,Ankara,IE,Enerji
ENERJİSA ENERJİ AŞ,4146,İstanbul,IE,Enerji
Enerjisa Enerji Üretim A.Ş.,2991,Ankara,EE,Enerji
Enerjisa Enerji Üretim A.Ş.,3608,Ankara,ME,Enerji
ENERJİSA ÜRETİM,4118,İstanbul,IE,Enerji
Enerjisa. Başkent Elektrik Dağıtım A.Ş.,5232,Ankara,EE,Enerji-Elektrik
EXIM YÜKSEK TEKNOLOJİ ÇÖZÜMLERİ BİLGİSAYAR SAN. VE,1578,İstanbul,CS EE,BİLİŞİM
EXPEDITORS INTERNATIONAL TAŞIMACILIK VE TİC.A.Ş.,1579,Ankara,IE,
Experteam,3966,İstanbul,CS,Computer Engineering
Extentia Information Technology Pvt. Ltd,2536,Diğer,CS,IT
EYMİR MÜHENDİSLİK SAN.VE TİC.LTD.ŞTİ.,1580,Ankara,EE,
F5 Innovative,5284,Baku,CS,Information Technology
Fabricon (Pvt) Ltd,5283,Karachi,ME,
Facebook,2913,California,CS,
FAF VANA SANAYİ,3431,Ankara,IE ME,Valve
Faiveley Transport,3593,Paris,IE,Manufacturing- Transportation
FAKO İLAÇLARI A.Ş.,1582,İstanbul,CS,İLAÇ VE HAMMADDE ÜRETİMİ
"Farba Otomotiv Aydınlatma ve Plastik Fabrikaları A.Ş
Bakım, Üretim ve Kalite",2270,Bursa,IE,
Farma-tek,5908,Kırklareli,IE,üretim
Farmamak,3142,Kocaeli,IE,
FARMASOL Medical Products Ind. and Trd. Co,4225,Kayseri,EE,Medical
FarPlas,3457,Kocaeli,ME,automotive
FASTECH || IT products and services,5096,Tirana,EE,"Electronic,Networking,IT solutions, Audio and Visuals"
FastSoft,2981,Ankara,CS,
Fatima Group,5147,Multan,IE,Fertilizer/sugar mill
FAU-Multimedia Communications and Signal Processing-Prof. Dr.-Ing. André Kaup,3757,Erlangen,EE,
Fauji Fertilizer Bin Qasim Limited (FFBL),4569,Karachi,ME,
Fauji Fertilizer Company Limited,5159,Sadiqabad,EE,
Faydam,5832,Eskişehir,EE,
Faz Elektrik,6241,İzmir,EE,Elctronics
FDNSOFT,2650,Ankara,CS,
"Federal Elektrik Yatırım Ticaret A.Ş.
Elektronik AR-GE",2271,Adapazarı,EE,
FEDERAL-MOGUL MOTORPARTS,4004,Sakarya,IE ME,
FEDERAL-MOGUL POWERTRAIIN,5433,Kocaeli,ME,
FEM Enerji Üretim Ltd Şti,4323,Ankara,ME,Energy
Feniş Alüminyum,3200,Kocaeli,ME,Makine mühendisliği
FER-ÇELİK Bisiklet Motosiklet Yedek Parça İmalat Sanayi Ticaret,4472,Balıkesir,ME,Otomotiv - Motosiklet-Bisiklet
FERA,3736,Ankara,CS,IT SERVICE
Fernas Şirketler Grubu,4005,Ankara,ME,
Ferrero International S.A.,4590,Manisa,IE,FMCG
Ferrit s.r.o.,5469,Staré Město,IE,Mining
Feta Laboratuvar Malzemeleri ve Ürünleri San. Tic. Ltd. Şti.,4339,Ankara,IE,Mobilya Üretim Sektörü
FEZA GAZETECİLİK A.Ş. ZAMAN GAZETESİ,1583,Ankara,EE,
FIGES,5073,Ankara,ME,"ME,EE"
FIRAT ENTEGRE TEKSTİL A.Ş.,1584,İstanbul,IE,
FIRAT PLASTİK,1585,İstanbul,IE,ÜRETIM
Fırat Plastik,5463,Ankara,ME,Plastic
FIT Ltd.,3260,Dublin,EE,Technology
FIT Solutions,4925,İstanbul,CS,
Fi Havalandırma Mekanik Tesisat İzalasyon İmalat LTD. ŞTİ.,5245,Ankara,ME,
Fiba Holding,5491,İstanbul,IE,"Financial: Banking, Leasing, Factoring, Insurance and NPL Finance.
Non Financial:Retail, Real Estate, Renewable Energy, and Hotel-Ownership"
Fibabanka A.Ş.,5528,İstanbul,IE,"Finance, Banking"
FiberLast Lazer Sistem ve Teknolojileri A.Ş.,3427,Ankara,EE,"Elektrik Mühendisliği, Fizik"
Fiberton Prekast,5522,Mersin,IE,İnşaat
Engro Fertilizers,6111,Daharki,ME,
Engro Foods,5774,Sukkur,ME,
ENİGMUS TEKNOLOJİ TAAHHÜT A.Ş.,4768,Ankara,CS,
ENKA İNŞAAT VE SAN. A.Ş.,1544,İstanbul,CS,İNŞAAT MOBİLYA
ENKA İnşaat ve Sanayi A.Ş.,4215,İstanbul,IE,Engineering and construction
ENKA PAZ.İHR.İTH.A.Ş.,1545,İzmir,IE,
Enka Power,3928,İstanbul,ME,Energy
ENKO ELEKTRONİK KONTROL SİSTEMLERİ,1546,İzmir,EE,
ENO Information Technologies,3828,İstanbul,CS,Information Technology
Enocta,4318,Ankara,CS,
ENOVA İLERİ MUHENDİSLİK & BİLİŞİM TEKNOLOJİLERİ,1547,İstanbul,CS EE,BİLİŞİM
ENPAY ENDÜSTRİYEL PAZARLAMA VE YATIRIM ANONİM ŞİRKETİ,3352,Kocaeli,IE,Üretim
Enpi Elektronik San. ve Dış Tic. Ltd. Şti.,4265,İstanbul,EE,
ENPRO,3885,Ankara,ME,Engineering Consulting Contracting & Foreign Trade Co. Inc.
ENSİDA LTD.ŞTİ.,1548,Ankara,EE,
ENTEGRE ENFORMASYON SİSTEMELRİ,1549,Ankara,CS,
Entek Elektrik Üretim A.Ş.,4617,İstanbul,EE,Elektrik Üretim
ENTEK ELEKTRİK ÜRETİMİ,2261,Bursa,EE,ENERJI
ENTEK ELEKTRONİK TİC. VE SAN.LTD.ŞTİ.,1550,Ankara,EE,
Enterprise cube private limited,6283,Lahore,CS,
ENTES ELEKTRONİK CİHAZLAR İMALAT VE TİCARET A.Ş.,1551,İstanbul,IE,
Enti Mühendislik Ltd. Şti.,3571,Ankara,ME,
ENTT ENERJİ TAAHHÜT VE TİCARET A.Ş.,1552,Ankara,EE,
EOS Endüstriyel Otomotiv Sistemleri Tasarım Makina LTD. ŞTİ.,5151,Ankara,IE ME,Otomotiv
EPC Enerji ve Güç Dönüşüm Sistemleri AŞ.,2785,İstanbul,EE,Güç elektroniği ve endüstriyel elektronik
EPDATA BİLGİSAYAR İÇ VE DIŞ TİC. LTD. ŞTİ.,1553,Ankara,CS,BİLİŞİM
EPFL - DIAS,5865,Lausanne,CS,Computer Science
EPFL - LAP,4072,Lausanne,CS,"Computer architecture, Computer Science, Electrical Engineering"
EPFL - LASEC,5306,Lausanne,CS,Computer Science-Cryptography & Security
EPFL - LCN,5321,Lausanne,EE,"Electrical Engineering, Computer Science, Computational Neuroscience"
EPFL - LTHC,4580,Lausanne,,"Communications, Information Theory, Research and Development"
EPFL & Campus Biotech - MIP:Lab,5251,Geneva,CS,Computer Engineering
EPFL-LIONS,3123,Lausanne,CS,Research
Epsilon Elektronik,4264,İstanbul,EE,
Epsilon Grup Yazılım Bilgisayar Müh. San. ve Tic. Ltd. Şti.,4257,Ankara,CS,yazılım & bilişim
Epsilon Kompozit Teknoloji ve Savunma Sanayi A.Ş.,3807,Ankara,ME,Composite
Epsilon Kompozit Teknoloji ve Savunma Sanayi A.Ş.,6126,Ankara,ME,ME
EPTA,3715,Eskişehir,EE,Beyaz eşya yan sanayi
EPTİM ELEKTRİK İNŞAAT VE TİCARET LTD.ŞTİ.,1554,Ankara,EE,
ER-SAN GALVANİZ VE ENERJİ SANAYİ A.Ş.,1566,Ankara,EE,
ERAK Giyim A.Ş.,5099,Tekirdağ,IE,
Eraslan Güneş Enerji Sistemleri,4278,Kırşehir,IE,
Eravis Yazılım ve Otomasyon San. Tic. Ltd. Şti,5678,İstanbul,CS,CS
Eray Teknoloji A.Ş.,6044,Ankara,EE,
Erbak Uludağ İçecek A.Ş.,4452,Bursa,IE,Beverage
ERBAKIR Elektronik Bakır  Mamülleri A.Ş.,2643,Denizli,EE IE,
ERBOSAN ERCİYAS BORU SANAYİ VE TİC. A.Ş.,1555,Kayseri,EE IE ME,BORU ÜRETİMİ
ERBUL Bilgi Teknolojileri,4556,Ankara,CS,Yazılım
Gislab,5210,Ankara,CS,software
Gitti Gidiyor Bilgi Teknolojileri San. ve Tic. A.Ş.,4391,İstanbul,CS,
Gizir,3805,Adana,IE,Furniture supplies
GLAXOSMITHKLINE İLAÇLARI SANAYİ VE TİCARET A.Ş.,1613,İstanbul,CS,İLAÇ
Global Bilgi Pazarlama Danışma ve Çağrı Servisi Hizmetleri A.Ş.,2815,İstanbul,CS,Bilişim Sistemleri
Global Menkul Değerker,4949,Ankara,IE,Finans
Global Teknik Elektronik Mühendislik Yazılım Havacilik Sanayi ve Ticaret A.Ş,2876,Ankara,IE,
GlobaltechGroup,5673,Malaga,EE,Electrical Engineering
GLOBİS BİLİŞİM SİSTEMLERİ VE DANIŞMANLIK HİZMETLER,1614,İstanbul,CS,BİLİŞİM
GLOBSIS,3051,Ankara,CS,"Software
Web & Wap Based Advertisement
Information and Communication Technologies
Education and Organizations"
Globsis Bilgi Teknolojileri Ltd.,3671,Ankara,IE,
Glokal Dijital Hizmetler Pazarlama ve Ticaret A.S.,6032,İstanbul,CS,
GM Bilişim Teknoloji A.Ş.,5370,Konya,CS,Software Development
"GMD Genel Mekanik Dizayn Mühendislik,Müşavirlik ve Ticaret Limited Şirketi",3553,Ankara,ME,ME
GMG Bilgi Teknolojileri Ltd. Şti.,3634,İstanbul,CS,
GNI Software,5777,Baku,CS,Finance and Banking
GOLD BİLGİSAYAR OTOMASYON SİS. SAN. VE TİC. LTD. Ş,1615,İstanbul,CS EE,BİLİŞİM
Goldsoft,5383,Ankara,CS,Yazılım Geliştirme
GOODYEAR LASTİKLERİ T.A.Ş,1616,Kocaeli,EE IE ME,LASTİK ÜRETİM
Google Inc.,3642,California,CS,Computer Science
Google UK,5456,London,CS,Software Engineering
Google Zurich,4616,Zurich,CS,Software Engineering
Gordion Bilgi Hizmet Ltd. Şti.,2280,İstanbul,CS,
Gökçağ Yazılım Bilişim Bilgisayar Elektronik Eğitim Yayıncılık Reklam Sanayi ve Ticaret Limited Şir,3355,Ankara,CS,Bilişim Sistemleri / Yazılım
